25,22,95
32,11,76
74,91,93
22,24,31
43,60,51
63,46,14
97,96,65
53,32,77
37,32,67
23,39,81
20,93,88
28,50,81
37,75,28
78,86,35
94,67,86
90,95,55
56,77,29
62,63,60
71,74,20
17,75,57
26,59,80
84,22,99
40,94,25
10,10,55
49,35,36
81,73,18
55,88,11
29,81,21
42,33,91
56,91,19
43,60,51
81,73,18
26,30,28
84,23,51
60,36,90
32,77,25
23,39,81
20,99,31
16,61,30
94,52,17
69,12,81
30,84,28
29,75,75
63,60,94
66,28,99
84,22,99
28,19,34
28,19,34
63,92,18
56,91,19
75,22,88
29,14,62
94,73,47
47,15,44
24,12,56
49,35,36
81,73,18
43,17,96
43,44,40
90,80,53
88,25,92
27,21,21
83,18,78
86,83,21
74,72,42
86,46,74
69,75,23
82,48,90
43,33,99
63,20,34
78,30,48
69,62,83
56,91,19
95,53,43
86,50,80
65,83,95
71,74,20
20,93,88
26,30,28
78,86,35
43,54,25
78,68,12
71,74,20
56,91,19
17,79,83
73,30,28
56,11,13
60,41,20
77,44,99
47,14,81
78,15,61
64,65,71
85,73,79
33,14,75
19,64,50
84,74,68
14,16,74
78,27,83
82,82,21
19,85,66
91,40,66
28,19,34
38,40,14
66,88,75
37,75,28
82,48,90
69,12,81
35,11,14
32,77,25
20,93,88
76,40,32
74,91,93
34,20,63
60,41,20
22,22,19
60,58,65
17,81,48
53,21,35
37,70,98
31,93,23
74,22,54
79,94,27
16,16,38
16,61,30
17,81,48
22,93,46
49,27,99
40,32,47
52,27,43
81,73,18
65,83,95
25,24,66
22,93,46
96,30,35
84,23,51
16,61,30
43,54,25
31,93,23
22,22,19
60,58,65
94,67,86
64,65,71
29,14,62
37,31,60
63,60,94
87,26,13
26,30,28
60,62,36
29,14,62
61,47,54
44,41,44
27,26,29
95,24,77
78,15,61
84,67,36
64,37,80
28,19,34
20,93,88
26,15,37
21,42,95
66,88,75
98,57,62
69,12,81
74,91,93
11,39,63
60,58,65
22,50,48
32,53,29
56,91,19
56,13,89
66,28,99
40,40,40
95,24,77
21,42,95
22,22,19
28,19,34
16,61,30
16,16,38
49,27,99
63,92,18
33,38,71
84,18,76
69,28,50
46,58,20
56,91,19
13,40,83
81,73,18
94,35,79
32,77,25
58,90,12
32,53,29
80,49,86
22,93,46
53,98,13
37,96,81
74,22,54
71,28,33
20,86,22
21,64,67
92,72,49
64,65,71
28,19,34
60,58,65
65,83,95
63,92,18
95,83,24
11,37,96
60,43,82
19,50,75
25,24,66
90,43,95
16,58,66
95,53,43
43,44,40
99,23,40
10,91,69
81,73,18
27,21,21
82,82,21
53,32,77
27,85,73
71,53,94
36,93,21
42,33,91
56,29,59
31,93,23
71,28,33
60,41,20
77,44,99
10,10,55
89,61,82
32,77,25
37,70,98
21,64,67
96,30,35
27,21,21
66,28,99
63,92,18
55,88,11
70,79,18
75,24,22
34,20,63
54,14,20
44,41,44
67,55,50
58,90,12
49,35,36
78,68,12
97,96,65
47,14,81
74,72,42
11,49,55
34,20,63
73,55,16
58,90,12
63,92,18
39,25,14
84,74,68
47,15,44
31,93,23
51,31,49
38,71,29
99,23,40
44,84,81
92,72,49
22,93,46
14,16,74
15,28,72
46,53,52
64,76,33
55,50,23
49,27,99
63,46,14
37,70,98
44,84,81
77,44,99
29,26,41
86,97,75
47,85,96
34,63,57
48,79,36
56,91,19
66,28,99
60,58,65
10,94,57
62,53,92
28,19,34
81,73,18
47,15,44
78,15,61
82,48,90
77,44,99
20,93,88
84,23,51
98,57,62
14,26,93
84,23,51
77,44,99
16,61,30
16,58,66
92,63,40
28,19,34
11,49,55
84,67,36
28,19,34
82,82,21
53,32,77
49,35,36
90,80,53
69,28,50
72,86,40
60,41,20
50,45,57
49,27,99
74,38,97
20,86,22
78,15,61
75,22,88
19,87,79
34,20,63
29,46,44
18,47,54
99,38,39
58,54,46
52,27,43
38,24,55
49,35,36
34,20,63
63,46,14
16,61,30
94,67,86
42,33,91
88,25,92
43,33,99
65,25,19
18,49,39
44,28,71
63,46,14
88,25,92
19,87,79
94,35,79
61,31,83
53,32,77
75,22,88
50,45,57
47,14,81
66,88,75
15,28,72
19,87,79
90,80,53
71,93,70
